user,text
jcup555,"@sherry_kiskunas @ThmsHoward @itsJeffTiedrich You’re absolutely right everyone has an opinion👍🏻 if Joe Biden was a surgeon? Would you let him operate on you ? better yet you better tell him what leg to cut off! Let me put it this way if he worked for me, I would’ve fired him the next day"
TeeCee032,"Spoiler alert: Joe Biden is an #illegitimatepresident , the left denied President Trump's presidency throughout his entire four years, and really want for him to be a Russian asset so bad they had him spied on during his campaign and David depape is an escaped sex slave from Paul"
sadketchupp,@logical9champ @kaelyxm @DaBears7878 @JoeBiden i have a job and I’m in school. omg what a shocker such a plot twist!!!! 😯😯😯
bobsuncle2020,@37noah @Justhavingfun_2 @FoxNews @JoeBiden @KamalaHarris Aww that’s all ya got?  Please show some receipts. Put your money where y’all love to run your mouths. Pelosi and the house couldn’t do it. The fbi tried and couldn’t do it. But sure show us some facts showing trump worked with Russia. I’ll wait.
DElaineDosser,@American555Girl Joe biden
PeggyRo47853368,"@Victorshi2020 Joe Biden is corrupt and tool millions from China, Russia and Ukraine as vice president and now is  sending millions to Ukraine to be able to launder some more"
Christo87520404,"@nicolelking731 @JoeBiden The whole woke movement is doing nothing but harming women. Haven’t you heard about all the transgender violence on women? That’s right the regular news doesn’t broadcast it. You have to hunt for those stories, and there is a tremendous amount of them."
Lietdansnewlegs,"@LadyOfTheOcean1 @TangoGolfSierr1 @TheLandsNotOurs @DV652 @Bettie_PaigeFan @PridgeWessea @RoyQHobbs @KarenDi95261360 @Gigi69030829 @Tam_Resist @Bigteethyouhave @LordButters22 @cow_cousin @2Hugebrass @yourmomswatchin @MLedaloo @WarriorWomanDr @TomWatzke @DarkBrandonJr @TroyM860 @SteveDe00589901 @ShellyRKirchoff @Zaiken64 @Missy8008135 @Synyster63 @WendiLin10 @JAlan21813286 @Flattielover @newsjunky2 @lostandlovinit @RoyLovesAmerica @ThereseOSulliv2 @terryb600 @AlexPer51573831 @Littlwritergir1 @Bravo2Papa @JniGoode @CalvinE43701301 @retrover16 @DaniTrump2020 @mpo619 @Ichimoku_KH @Trumpbangskids @drgrinstead @polyninjadude @WontCaveDave @tweetMalena @Krrrrock @Sue_MamaBear @MrChiTown76 Joe Biden's son, asked his foreign prostitute: “Are you hurt in any way? ... sorry that it took so long to give you ten thousand dollars. ... Do you have any bruise[s][?]”

After constructing his alibi, Hunter complained to the pimp that she was https://t.co/J8lJZHM8yr"
blazintommyd,@JoeBiden order the release of Leonard Peltier
GBer425,@JoeBiden Who posts this crap? 🫤
commonsense171,@WSJ @Peggynoonannyc @WSJopinion Yes it matters but so does 50 years of lies by Joe Biden which you never complain about.  Just more of your bias.
RobinSpringer64,@theprism89 @JoeBiden Hunter is that you? https://t.co/PpELjAszK4
WParistocrotus,"@JoeBiden Gas is already up 40 cents today.  Just getting ready to drop the other shoe tomorrow, all this business was total horse hockey.  #HisFraudulency"
SteveMoniz1,@JoeBiden #PedophileBiden
gmanndo,@JoeBiden How is HUGE Bidenflation progress? Bidenidiot.
GEO33338677,"@kittydoormat @JoeBiden only 4 seniors on Medicare, the lion's share of which still can't afford it so...&amp; as 1st, a human being, next, as an RN, I actually find $35 horrifying since every1 who can't afford #insulin will die w/o it..&amp; the scientist-researchers who sold the patent only charged $1 each."
Tw0Legit2Quit,"@WaitingOnBiden @JoeBiden Do you know where the government gets its money? Nothing in this country is free, not even the people."
JackieLHelton,"@JoeBiden Maybe you can start with fixing the border. You know when @CNN is reporting the record numbers, you can't ignore it anymore."
DavidTa71215927,@JoeBiden The sad 😞 part about you being president you’ve created the problems for the USA 🇺🇸 since you took office!
ThroughCheated,@davidhogg111 Who cares!!! I want to pelosi’s and Joe Biden’s taxes.
unclebe51028022,I hate Joe Biden #trump2024
TommyPi38568829,@JoeBiden 🖕🖕🖕🖕🤣🤣👍 https://t.co/B4mU7WwdSO
PribiscoChris,@TimRunsHisMouth Joe Biden
Macjac0323,@hrkbenowen Joe Biden
ReneNow,"#NewsFromCCT Big List of 10 ways FBI, White House pushed Big Tech to censor Americans
#BobUnruh #WhiteHouse #President #JoeBiden #BidenAdministration #BigTech #Censorship #FreeSpeech #Pandemic #GOPClownShow #vanwa #ElectionIntegrity #ClarkCountyWa #waleg
 https://t.co/28tjcE0x2u"
art38741656,@Mackey_KMack @JoeBiden I have no words!
robcanova,"@JoeBiden Can't wait until you ""resign""."
tadnightingale,@MarthaRaddatz is the most misleading and disingenuous reporter out there. Watch her say that 2 million illegals crossing the border thanks to @joebiden is because WE POINT IT OUT! She’s a disgrace to journalism but Joseph Goebbels would have loved her. https://t.co/pZ9vmNY9HW 👎🏼
AKnight68920600,@JoeBiden Resign you fraud.
ToutantBrian,@WhatWeWitnessed Joe Biden trying to tackle inflation.
Dbsmall2,@MatthewJshow @JoeBiden Stay in DE
RogerJx3,"@JoeBiden And killed 1,000’s of Americans 
with enough Fentanyl coming through your open borders 

@JoeBiden 
is making the Cartel  wealthy and destroying America

IS JOE ON THE CARTEL PAYROLL? 🤔"
Angel4Truth2,"@1stA_zealot @marsam22reed 👉🏼looks like the #JoeBiden #obama #Clooney proof videos &amp; pics in #HuntersLaptop. 
👉🏼#FJBiden ….next trip GITMO 🙏🇺🇸⚖️💞"
staceynp2,@hrkbenowen Joe Biden
Real_RobN,"Ashlee Biden in her own words says, the reason why she’s an sex and a drug addict is because her father Joe Biden took inappropriate showers when she was a minor. And the sheep call him their president. 

Source: Ashlee Biden, her diary, and the FBI."
Roadkingkr,@JoeBiden Define progress
AS4BRETIRED,@TimRunsHisMouth @JoeBiden Impeachment Now!!
SharonC76747361,@LTRNForever @AngusY100 @JoeBiden There's a whole lot of that going around.
drewfreeman,@JoeBiden Joe… Make America great again.  Just reverse everything you done in the past two years.
Dbsmall2,@JoeBiden Are you going to get iut of basement and work this year?  You certainly have vacationed enough in 2022 !!! Republicans need to cut budgets as fast as possible. Shut down government dince it isn’t following existing laws!!!
Ja870B,@Plume_de_Colomb @tylerbice4 @JoeBiden So you give credit to him for lowering gas prices that he caused to soar in the first place? And didn't he reverse Trump action on Insulin costs on day one?
KBuddie47,@WhiteHouse Joe Biden is destroying our Country!!! He's a DISGRACE!!!!
Lynnzee64585611,@TimRunsHisMouth @JoeBiden Pretty surehasn’t ever tweeted anything ever.
greedorules,@JoeBiden Thats such an over bloated lie I'm tempted to think this is a Russian troll post?
Vanity19280778,@CWadeMMA @POTUS And that's Joe biden's fault how exactly?
AndyNicole80,"@ArchieSutherla5 @akafacehots @JoeBiden How about YOU name what he’s done that has helped this country, instead of bringing it to its knees."
hotstove14,"@statsigfig @sn_elle @bibicosplays @canadapostcorp you're fortunate to live in Canada for the lattermost mail ressons. I —love— @USPS but why has @POTUS @JoeBiden not cared about America enough to fire @USPostmaster Louis DeJoy, perp who destroyed mail-sorting machines in an effort to subvert a democratic Presidential election?"
MidoriMushrooms,"@justolivia30 @DaBears7878 @Dodsbarydin @JoeBiden anti-immigration pundits can sum up their entire position with ""Fuck you, got mine!"""
