,User,Tweet
2257,feeds24x7,"Prime Minister Narendra Modi extends greetings on the occasion of #Christmas2022, ""May this special day further the spirit of harmony and joy in our society"", tweeted PM Modi. https://t.co/0S3otKLZGj"
2258,kktotlani,"latest: PM Modi to address last 'Mann Ki Baat' of 2022 today
Prime Minister Narendra Modi will address the last Mann Ki Baat of the year 2022 on Sunday.The 96th edition of Mann Ki Baat, a monthly radio programme of the Prime Minister, will be aired at 11 am today."
2259,tv9gujarati,"Prime Minister Narendra Modi extends greetings on the occasion of #Christmas2022, ""May this special day further the spirit of harmony and joy in our society"", tweeted PM Modi.

#TV9News https://t.co/v6kxKzftAq"
2260,debbleman,the story involving political turmoil between the us and uk because the prime minister and president are both trying to fuck the pm's assistant is a deranged plotline no matter how you spin it
2261,htTweets,"Prime Minister #NarendraModi extends greetings on the occasion of #Christmas2022, ""May this special day further the spirit of harmony and joy in our society"", tweeted PM Modi https://t.co/6XXoucr0Xd"
2262,ANI,"Prime Minister Narendra Modi extends greetings on the occasion of #Christmas2022, ""May this special day further the spirit of harmony and joy in our society"", tweeted PM Modi. https://t.co/wXgSDHDxdG"
2263,DeliriousArmy75,@BorisJohnson Thanks Mr Prime Minister sir Rishi Sunak is not voted in by the public so by proxy you are still our PM and please sort out the UK sir we need it and you Rishi Sunak has failed us my vote is with you in the General Election Merry Christmas to you sir
2264,opyadavbehror,"PM congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji
https://t.co/mm5FCgg7dw

via NaMo App https://t.co/APx4PGO2F3"
2265,jamessouttar,"@Parody_PM Not bad for a Supply Prime Minister! At this rate, you might be offered a full time job at some point."
2266,fkSays,"Respected @RehamKhan1 ki tweet se aik logic samajh ati hai

Agar Reham ka 2nd Ex-husband #ImranKhan prime minister bun sakta hai
Tou 1st Ex-husband bhi PM bun sakta hai

PM waaLi baat Pura utarnai k Liye Ex hona zaroori hai
🤣😂😆
@mishilicious @AmbreenPTI1 @fawadchaudhry"
2267,nahaant,@kaku_bhai1208 @MajorPoonia This is the guy they want to be prime minister of India? Who will respect him? Disrespecting a prime minister is disrespecting the country's population. Now I understand why they want a puppet as PM.
2268,mtd391,"@SIfill_ Excellent wake up call. 
Next Prime Minister’s Questions will certainly cover this exchange. If the conservatives are smart, they’ll come up with a plan to house the homeless population of London before Labour has a chance to sink their teeth into the PM’s neck or lack of support"
2269,GoDUsoppiii,@AngelaRayner Oh that’s the Prime Minister??? I thought it was an Indian guy after that woman was PM for like 5 days???
2270,paramilitry81,"@DeepakSEditor All Indian soldiers, farmers, 90% citizens, students, bank employees, railway employees, government employees all are angry with the great man Jumla King, the communal prime minister of India.  Who votes for BJP, it is a matter to think about?"
2271,clear_as_mark,"@MarkBar28921226 @AndyBurnhamGM Let me be clear, Lady Thatcher may well have been the the greatest Prime Minister of our generation, but Rishi Sunak is the greatest PM we've had this year. I've been very clear."
2272,BCBlais,"@Concern70732755 Because Canada is a Democracy and citizens voted Trudeau for Prime Minister.

Maybe take a rudimentary Canadian Civic course if you're still confused as to why he is our PM."
2273,michaellemagnum,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from her mother and Country - Sign the Petition! https://t.co/ZRsCfGwJMu via @CdnChange"
2274,da_herbert8,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from her mother and Country - Sign the Petition! https://t.co/suxFwJ82Ny via @ChangeAUS https://t.co/5KqpMD9wZa"
2275,BethCharleston,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from... https://t.co/x8xrxy4sjF via @ChangeAUS"
2276,Steve99529662,"Just watched our PM Albanese making his Xmas speech, like a true leader should, then Dutton was on, using his speech in a very political way, ffs, one day of the year, and Dutton attempts to use it as a platform to gain supporters, he will never be  Prime Minister."
2277,netud,"@CaDisneyMermaid @daniel_freund @zoltanspox @PM_ViktorOrban @MagyarNemzetOn @georgesoros No, thanks. Our sovereignty is more important than that.
Your ""understanding"" of democracy is a bit weird: you think that instead of the HU population, it should be EU bureaucrats to elect our prime minister..."
2278,AntonSpisak,"The prime minister, who is a multimillionaire, asks a homeless man if he’d like to “get into finance”. What I actually find quite sickening is the lack of basic human empathy (let alone a bit of judgment that you would expect from the PM). Ah, whatever honestly."
2279,magnyton,"@GBNEWS It has to be said, we have a TWAT for a prime minister who knows nothing about real people with real problems caused by Conservatives and many other MPs who only think about themselves trying score points at other's suffering 🤔. Shame on unelected Rishi Sunak as UK acting PM https://t.co/nMNHRSDthu"
2280,nannycrin,"Prime minister Rishi Sunak. Minster without Port folio 
Or PM AWOL.
To be fair when the last 2 actually tried to do something it didn’t end well.
They’ve just run out of gas"
2281,prajapankaj5,"PM congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji
https://t.co/QQNr5NSK0R via NaMo App https://t.co/WSRs6cULKi"
2282,kailashbrampton,No Prime Minister in the history of world is insulted by the opposition of any country the way day and night the oppositions are insulting shri narendramodi ji. Give your reasons y such an oppose to such a hard working PM.
2283,rk70534,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from her mother and Country - Sign the Petition! https://t.co/12TvohneTR via @Change"
2284,Worldpak2,"President Alvi writes to PM Shehbaz, CJP Bandial to address 'grievances' of Murad - https://t.co/uoKeuqmpHm 

(L-R) Prime Minister Shehbaz Sharif, President Arif Alvi, and Chief Justice of Pakistan Umar Ata Bandial. — AFP/Twitter/Supreme Court of Pakistan website/FileIS... https://t.co/dk7vlBeJaT"
2285,cimnme2,"@BorisJohnson We want Boris Back.
Merry Christmas Mr Prime minister.
We want you as our PM soon again."
2286,BeaKos2,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from... https://t.co/up6UOwDgDF via @ChangeAUS"
2287,chrsathey,"@benjaminbutter Nick Clegg was quoted as holding agnostic views.
Ed Miliband was quoted as describing himself as a Jewish atheist.

James Callaghan is the notable atheist PM, reading between the lines there have been several doubters of the faith or possible agnostics who made prime minister."
2288,Ava_3303,"@JaipurDialogues I wish that it could be possible, Nehru became prime minister only due to Gandhi despite getting only 1 vote whereas Netaji Bose got a total of 15 votes but couldn't become the first PM of India cuz Gandhi didn't wanted him to be...... 😐😐"
2289,TheOmar_017,@TheSaadKaiser Saad Bro NS can't become PM again politics and jokes aside One person can only become prime minister of Pakistan only 3 times according to constitution ☺️
2290,Sharpie1903,"@PapaSmu22074040 @ukunionvoice So you don’t think before you speak then? 😂 
The PM at prime minister’s questions never looks at his notes when responding to another Tory!
😂 
Like I said, an utterly ridiculous response from someone who clearly doesn’t understand politics or it’s mechanics."
2291,SanggitaT,"Pic one --My Prime minister my pride 💕
Pic 2 -- Some foreigners copying my PM gestures ..but couldn't 👏👏🤣 https://t.co/CKBbKfOdTL"
2292,Pyrochik,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from her mother and Country by a abusive perpetrator - Sign the Petition! https://t.co/BIxahUOGkd via @ChangeAUS"
2293,deepostsstuff2,"@StevePo48978082 Remember when Trevor Mallard was being a complete twunt, and Jacinda said she wouldn't speak to him as Prime Minister, only as Labour party leader.  That's because Mahuta is the real PM, Jacinda is just the public face."
2294,Birmo,"Congratulations to @slrabuka on his election as Fiji’s new Prime Minister &amp; to all Fijians on successful elections &amp; a democratic transition of power. 

Thanks to @JVBainimaramafj for his work as PM, especially in establishing the Fiji-Australia Vuvale Partnership in 2019. 🇦🇺🤝🇫🇯"
2295,micky21,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from her mother and Country - Sign the Petition! https://t.co/NglXWWlPqr via @ChangeAUS #auspol #Aboriginal #childremoval"
2296,CanuckSteve1VP,"@NSTnTJudge @maxfawcett It wasn't the PM's message it was the transport Minister's message

If the queen can act in a James Bond a sketch then your claim that the Prime Minister and transfer Minister are undignified to make a Christmas message skit is completely and utterly ridiculous"
2297,studio100a,"@CyberSalHome PM suffered the highest number of government resignations of any Prime Minister since 1932, as three Cabinet ministers, 16 ministers, 22 parliamentary private secretaries, four trade envoys and one vice-chair tendered their resignations. 

https://t.co/kQCVaKjQow"
2298,NSTnTJudge,"@CanuckSteve1VP @maxfawcett Comparing our Prime Minister to Queen Elizabeth...wow. If our PM had a history of acting Honorable and dignified in public, then perhaps my opinion would be different. His Xmas message could have been different, even to the kids.

Your BOOM landed with a thud..."
2299,esperanzanen,@GlasnostGone This  is an intellectual prime minister who knows her history. Unfortunately the FIN PM is not of the same caliber.
2300,AbeerAbbasi01,"President Dr. Arif Alvi has written letters to Pakistan's Chief Justice Umar Ata Bandial and Prime Minister (PM) Shehbaz Sharif, requesting that they address the issues of Pakistan Tehreek-e-Insaf (PTI) leader Murad Saeed.
#ARYNews 
#PTIOfficial 
#ArifAlvi"
2301,ttgovcomms,"Tune in  to the _Prime Minister's Christmas Concert Special, on Christmas Eve at 7:05 pm, &amp; Christmas Day at 10:00 am on @tttliveonline. 

Also broadcasting on ALL major networks https://t.co/PEegsRVqTR"
2302,FaisalB03265422,"We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent. @AzmaBokhariPMLN"
2303,FaisalB03265422,"@MNAmandokhail We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
2304,Worldpak2,"President wants PM, CJP to address Murad Saeed's 'grievances' - https://t.co/9KFj8y5rB8 

(L to R) Prime Minister Shehbaz Sharif, President Dr Arif Alvi, and Chief Justice Umar Ata Bandial. — AFP/APP/SC websitePresident says Saeed in multiple FIRs related to Masjid-e-N... https://t.co/rGGgcfgP3p"
2305,AndyB19523798,"https://t.co/IMTkPzlGot
Labour brand Rishi Sunak's shelter visit 'excruciating' after PM asks homeless man if he works in business
This is a rich business man not a genuinely caring prime minister."
2306,delash_elias,"Prime Minister Abiy Ahmed's popularity, cemented in his party's 2021 landslide election victory has since waned. Armed opposition groups, in some cases supported by outside powers, have used violence to delay, if not derail ambitious reforms of the PM. #DisarmTPLF #DismantleOLA"
2307,_SamanthaNaomi_,"@PM_ViktorOrban Merry Christmas to you and your family, Prime Minister Orbán! Boldog Karácsonyt! 🎄🔔🎀🔔🎀🔔"
2308,sktodaysnews,"Samajwadi Party chief and former chief minister of Uttar Pradesh Akhilesh Yadav today made a sarcastic remark on the meeting between PM Narendra Modi and UP Chief Minister Yogi Adityanath. # # # # # # # # # #

https://t.co/lN5Vsj0RxU"
2309,PersonEachYear,"The person of the year for 1855 is Camillo Cavour, Prime Minister of Sardinia. In this year he entered Sardinia into the Crimean War. He used it to navigate Sardinia into becoming a new great power in Europe, ultimately controlling a nearly united Italy with himself as the 1st PM https://t.co/yl7kPCsjax"
2310,Not_Barrie,"Merry Christmas, Mr Prime Minister. 😊🎄Thank you for your service to our country and sorry you can’t still be our PM. Hopefully we can have you back in Number 10 at some point #BringBackBoris Have a wonderful festive period and a very happy new year! #BorisForBritain"
2311,Cvt116,"@Patrici81420046 @midkentforbrit1 He's also Prime Minister of the United Kingdom. A poor example, I'll grant and one thrust upon us, whom most of us didn't want, but he is still the PM. #SunakOut"
2312,poorscousertom,"‘Do you work in business?’ PM

‘No I’m homeless’ Homeless man

The Prime Minister of the U.K December 2022 in a FCKing homeless shelter."
2313,kalsooni__,My own personal thank you from the prime minister 🥹🫶 It's great to see a pm acknowledge how hard it is for me to work during Christmas in Mogadishu
2314,AdnanRiaz9,"@jamespungello @RishiSunak Nah, it was the prime minister who asked him if he worked in a business, which the man clearly doesn’t owin’ to the fact that he’s homeless at the moment. Then the PM proceeded to talk about himself. 🤦🏾‍♂️"
2315,PatriciaGarnel,@BorisJohnson This is a PM Christmas message! You’re not the prime minister but I appreciate the wishes. Same to you
2316,Tamaraherpaii,@PM_ViktorOrban Merry Christmas to our prime minister!
2317,engsaxenarp,@thakkar_sameet @Sanjay_Dixit @ianuragthakur @narendramodi @AmitShah @DrSJaishankar You are writing to minister who is just useless. He is minister because of his father only. By the way all Hindu Ministers are anti hindu led by PM Modi himself. There is only one Hindu in BJP &amp; he is @myogiadityanath ji.
2318,Kahlissee,"Our Prime Minister #RishiSunak couldn't be more out of touch with the electorate. Here he is serving a meal to a homeless man whilst talking investment banks.

PM: Do you work in business.

Dean: No, I’m homeless. I’m a homeless person https://t.co/TgyyDbmF8q"
2319,LuxJude352,"@AngelaRayner It’s all excruciating. I don’t only blame #Sunak. It’s the charity for allowing themselves to be used as a photo opportunity by the Prime Minister, it’s the PM using the homeless for his Party’s benefit but mainly it’s the Tory Party’s fault for causing so many to be homeless."
2320,50pand50pshape,"@BorisJohnson Top bloke, best covid prime minister we ever had, certainly did a better job than the last covid pm!. Oops sorry hes the only covid pm we had. no one to compare him against"
2321,RohitKu56762491,"PM Modi congratulates Fiji's new premier Sitiveni Rabuka, hopes to further bolster ties between two nations Prime Minister Narendra Modi, on Saturday, extended his best wishes to Sitiveni Rabuka, the newly elected premier of Fiji. PM Modi also stoked optimism about bolsterin… https://t.co/tyzNiPc13Y"
2322,Gergely_HU,@PM_ViktorOrban Merry Christmas to you Prime Minister!
2323,Hanzla77456173,@MaryamSadaf007 Jo kehty thy ke marasi ka puter khabi pm nhi ban sakta wo dekhy mian shebaz prime minister bn Gye h
2324,DeepPadhiyarBJP,"PM congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji
https://t.co/zMgQJmkWtm

via NaMo App"
2325,NextWorlde,"PM urges nation to follow footsteps of Quaid for progress, prosperity: ISLAMABAD: Prime Minister Shehbaz Sharif called on the nation to take guidance from the life of Quaid e Azam Muhammad Ali Jinnah and follow his principles to ensure the progress and prosperity of Pakistan. 
… https://t.co/vOT9EQZzRV"
2326,NextWorlde,"PM Shehbaz’s visit to China gave fresh impetus to bilateral relations: Liu Jinsong: BEIJING: Director General, Department of Asian Affairs of Chinese Foreign Ministry Liu Jinsong said that Prime Minister Muhammad Shehbaz Sharif’s visit to China in November was a great success… https://t.co/mhULELAEnG"
2327,waseem_ansari89,@GautamKR22 @KTRTRS Absolutely both the acts should be highlighted because it is hatred. So a sitting PM cannot be criticised? Both Modi and Taliban Minister who says girls have no right to education has no difference.
2328,AnsaryTariq,"@ShamaJunejo @sarmad_agha Check the level..
A Sitting Prime Minister jeering at the immoral move of a Person who is not of PM level and further destructive is this that the cheap utterance is being done in front of live audience..."
2329,VPDEEPTHANKI,PM @narendramodi sharing about former Prime Minister P. V. Narasimha Rao ji in one of the editions of #MannKiBaat (June 2020).
2330,FactsTrace,"@LokmatTimes_ngp @THitavada @nagpur_nsscdcl
The PM of India, Mr. Modi ji, has repeatedly appealed to ""SWACHHA BHARAT"". However, after seeing the situation on the Bajaj Nagar, Ground, Nagpur, people are apparently unaware of the Prime Minister's call. https://t.co/wzwyhpPrZf"
2331,AndyVermaut,"Andy Vermaut shares:PM Modi congratulates Sitiveni Rabuka on his election as PM of Fiji: New Delhi [India], December 24 (ANI): Prime Minister Narendra Modi on Friday congratulated Sitiveni Rabuka on his election as Prime Minister of Fiji and… https://t.co/WvUigenTCX Thank you. https://t.co/3WCZ2WQmHj"
2332,RohitKu56762491,"PM Modi congratulates Fiji's new premier Sitiveni Rabuka, hopes to further bolster ties between two nations Prime Minister Narendra Modi, on Saturday, extended his best wishes to Sitiveni Rabuka, the newly elected premier of Fiji. PM Modi also stoked optimism about bolsterin… https://t.co/Lp0bXLM0AR"
2333,Devashishgang,"VOTE TO POWERFUL PERSON.

WELL ENEMIES WANT INDIAN PRIME MINISTER MUST BE LESS POWERFUL.

YOU KNOW VERY WELL WHY THEY WANT THIS.

CHINA PAKISTAN ETC.

SO EVERY ELECTION YOU MUST VOTE FOR POWERFUL PM @PMOIndia OF INDIA.

NOW @narendramodi then @myogiadityanath 
Whos Next then"
2334,OmPande98983192,Pm modi sir why you don't listen to us this is serious sir lacs of jee aspirants are begging you but you and education minister both of you are silent atleast respond sir national leval exams are not joke our career is also IMPORTANT #remove75percentcriteria @narendramodi #75Go
2335,Pschandrawat21,@Raghura89437657 @narendramodi He is Prime Minister of India how can call you if pm will call everyones problems then how can handle the country.. All departments for your sewa ke liye.. Tq
2336,hart_786,"kaun hai wo malik jara name bhi bata dijye agar hai to 
warna PM ke khilaf ek shabd bhi na bole.
india ke prime Minister hai koi congress ke leader nahi"
2337,LesothoTribune,The Rt Hon. Prime Minister has just touched down at MIA from his working visit from Washington DC and Thailand. It is expected the PM will address the nation tonight #lesotho #Lstwitter https://t.co/KK41ziAjKo
2338,hart_786,"@RahulGandhi shut your gutter mouth 
humre desh ke prime Minister ke bare me khuch bhi bola to. pm ke bare me jo bhi bolna hai wo janta bolegi aap nahi."
2339,Greg0706,"For example, this is what former Israeli Prime Minister Ehud Olmert said on Feb 15, 2016, hours before he entered Ramle’s Ma’asiyahu Prison to begin his sentence for bribery and obstruction of justice. He was Israel’s first former PM to be jailed. He was given Prisoner # 9032478."
2340,Sadiajavedppp,"Democracy is fragile New Zealand PM pays tribute to Pakistan Prime Minister Shaheed Mohtarma Benazir Bhutto 
#DaughterOfTheEast https://t.co/G6tmryQuLw"
2341,kailash90468707,"who will be india's next prime minister 2024?
.
.
#india #PMModi #pm #PrimeMinister #election2024 #Politics"
2342,ketantrivedi191,@PMOIndia If Educational Qualification for PM will be LLB  + B.Ed + MBA + MLA + IAS (and each degree   3 to 5 years of experience of professional services) is that enough for PM candidate or need more educational qualification for future   Prime Minister of India
2343,SecBlinken,"Congratulations to PM @slrabuka for receiving the Parliament’s majority vote to be Prime Minister. The United States looks forward to deepening our relationship for the benefit of the people of Fiji, the U.S., and the broader Indo-Pacific."
2344,RachelMackie2,"I’m no expert, but isn’t the Prime Minister better places to feed the homeless by creating policy? I mean… he’s PM… bloody do something to end homelessness from your office…"
2345,RohitKu56762491,"PM Modi congratulates Fiji's new premier Sitiveni Rabuka, hopes to further bolster ties between two nations Prime Minister Narendra Modi, on Saturday, extended his best wishes to Sitiveni Rabuka, the newly elected premier of Fiji. PM Modi also stoked optimism about bolsterin… https://t.co/u7QSCnN8bX"
2346,koratu12,"After all the progress #Ethiopia has achieved under PM @AbiyAhmedAli's administration, it is unfortunate that the PM recently mentioned Amhara-Shene's existence in #Ethiopia. Such a group does not exist, and the prime minister's comments are discouraging at this point in time"
2347,Worldpak2,"PML-N to challenge CM Elahi’s reinstatement in SC - https://t.co/r3ov9hoSgk 

Prime Minister Shehbaz Sharif talking to media persons outside the Supreme Court of Pakistan on April 5, 2022. — OnlineDevelopment unfolds at PM Shehbaz's residence.PML-N counsels prepare pe... https://t.co/mCi2TRs7QI"
2348,ChloeJa07839497,"@thom_brooks Nobody ever votes for the Prime Minister. But like him or loathe him, he is an elected politician and has been properly appointed as our PM. Don't like it? Then vote the tories out at the next election."
2349,AIRCuttack,AIR Cuttack will relay Hon'ble Prime Minister of India Shri Narendra Modi's Mann Ki Baat at 11 AM on the 25th December.  The Odia Version of Mann Ki Baat will be broadcast soon after the relay. The regional version will be repeated at 8 PM on the same day.  Please stay tuned. https://t.co/AZexAD27nD
2350,HBaghamian,"Fifth candle of #Hanukkah was lit at the office of the Prime Minister of #Albania, who hosted a dinner attended by ministers, diplomats and members of the Jewish community. Many thanks to PM @ediramaal for being a true friend of #Israel. Happy Hanukkah 🕎 https://t.co/3erUYM0lTd"
2351,airnewsalerts,"Prime Minister @narendramodi congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji. 

PM Modi says that he looks forward to working together to further strengthen the close and long-standing relations between #India and #Fiji. https://t.co/gmkc0RIJ8q"
2352,rohitku73735671,PM congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji https://t.co/Qackn0SQhG
2353,Scorpio_1972_,"@zoltanspox @PM_ViktorOrban @MagyarNemzetOn @georgesoros Croatia is to blame for your fiasco and we are proud to do so
#Putindupelizaci! Next is Oil Delivery, and ask Prime Minister #Orban where is his scarf?"
2354,OdishaDiary,PM Narendra Modi congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji https://t.co/WgKuarrgA3
2355,thomasjuneau,"Yes. Under Prime Minister Trudeau, Canada has remained almost as close to Israel as under PM Harper (notably less vocal on the pro-Israel rhetoric). Business as usual will be difficult, politically and morally, with this new extremist government"
2356,qanswerdotin,PM Modi congratulates Fiji’s newly elected Prime Minister Sitwini Rabuka https://t.co/PB432VINPq
2357,spartacus68,@JohnJCrace PM’s private secretary: Fancy a stint at a homeless shelter Prime Minister? Sunak: Will camera crews be there?
2358,gaynes_john,@rick_ppc @PierrePoilievre He will never be Prime Minister of Canada.  And even if by some miracle he did become PM he wont change a damned thing.  He is a career Politician who is sitting pretty because if he loses his job as MP he already qualified for the full MP's pension 13 years ago!
2359,Bruce2Marshall,"@nanci_murdock @DavidStarcross @tMayor_McCheese ""Prime Minister Patrick King approaches the King, along with his assistant, Pierre Poilivere - both bow. They then shake the hand that His Majesty proffers. PM King tells HM about the time he dropped the soap, in HM Prison in Alberta. HM, PM King and Minion PeePee, laugh."""
2360,RohitKu56762491,"PM Modi congratulates Fiji's new premier Sitiveni Rabuka, hopes to further bolster ties between two nations Prime Minister Narendra Modi, on Saturday, extended his best wishes to Sitiveni Rabuka, the newly elected premier of Fiji. PM Modi also stoked optimism about bolsterin… https://t.co/11GJ6vby8z"
2361,worldnewsmojo,PM Modi Will Lead Heads of Superpower Nations During G-20 Summit: Union Minister Raosaheb Danve https://t.co/mHVybAiMXe
2362,IndMediaGroup,UK Prime Minister Rishi Sunak Branded 'The Alan Partridge PM' After 'Excruciating' Chat With Homeless Man - VIDEO #RishiSunak #SunakOut #ToryBritain #AlanPartridgePM #UnitedKingdom #Southend #Knutsford #ToriesOutOfTouch #HomelessShelter #homelessman https://t.co/AWNSS6lReZ
2363,hsejarsa,"@follow_vino @MumukshuSavitri Finance Minister,Tamil
Foreign Minister,Tamil
2 former Presidents, Tamil.
Former Home Minister, Tamil.

A Tamilian would have become Prime Minister if not for one of his disciple. Karunanidhi used all his might to stop தமிழன் Moopanar from becoming PM.
To evr, Tamil was barbaric"
2364,ThatEvilLife,"Makes you proud to be British!
Rishi Sunak The PM Prime Minister Homeless Truss #GeneralElectionN0W Ho Ho Ho @AngelaRayner @RichardBurgon #Nursing #nurse #NursesStrike #NHS #NHSWorkersNeedAPayrise #ToriesDestroyingOurCountry #ToriesDestroyingOurNHS #ToriesOut #ToryCorruption https://t.co/UEekmmfq18"
2365,adomount,"The Prime Minister who got an eighty seat majority !
The only Conservative PM who was voted into office .
The only legitimate Prime Minister in England 🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2366,NextWorlde,"In separate letters, President asks PM, CJP to address Murad Saeed’s grievances: ISLAMABAD: President Dr Arif Alvi on Saturday penned separate letters to the Prime Minister and Chief Justice of Pakistan, asked them to look into the issues raised by Murad Saeed to alleviate his… https://t.co/nsbhgAEdQV"
2367,MnmBale,@Roshikadeo The previous government didn’t need a DPM as it had two PM’s......a Prime Minister and a Puppet Master.
2368,kennykhor25,"@anwaribrahim Yes you can and you are, a Leader and PM for all in Malaysia. You are setting a good example and high standard for aspiring leaders to follow today. My Prime Minister...♥️🎄"
2369,AamnaMalik20,Congratulations @HabibAkram  for an outstanding interview with Ex Prime Minister and PM to be Imran Khan. #PunjabAssembly
2370,QueenStellaK,"@BarackObama A Prime Minister went to meet Australia PM officially. A woman Minister wrote at Twitter, come back fastly to Kishida Japan PM. No one think it is normal. Even if it was wife, it would be strange."
2371,omYadav42038653,"PM congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji - via NaMo App: 

PM congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji
https://t.co/uAVjhR1iQU via NaMo App https://t.co/IWkiHHifjo"
2372,retweetnews2019,"PM Modi congratulated Fiji’s newly elected Prime Minister Sitwini Rabuka by tweeting, said this https://t.co/dt27WFYKgd #Politics"
2373,retweetnews2019,"PM Modi congratulates Fiji’s new Prime Minister Sitwini Rabuka, India has an old relationship https://t.co/kUyVIOOwqU #Politics"
2374,MikeEllis65,The prime minister should not be here feeding the homeless for a photo opportunity . He should be using his power as PM to sorting the issue out. #hatethetories https://t.co/DwyzmN8Fmn
2375,RohitKu56762491,"PM Modi congratulates Fiji's new premier Sitiveni Rabuka, hopes to further bolster ties between two nations Prime Minister Narendra Modi, on Saturday, extended his best wishes to Sitiveni Rabuka, the newly elected premier of Fiji. PM Modi also stoked optimism about bolsterin… https://t.co/srv4MrHEXR"
2376,timesofindia,PM Modi will lead heads of superpower nations during G20 summit: Union minister Raosaheb Danve https://t.co/sJGdLViX7a
2377,N1info,"Ana Brnabic, #Serbia Prime Minister, said she would not even like to think about the #Kosovo police removing barricades, as announced by Kosovo PM Albin Kurti as a possibility, noting that this would put in peril people's lives https://t.co/kjVDkKoxdU"
2378,mid_day,"#MiddayNews | 

PM Modi will lead heads of superpower nations during G-20 summit: Union Minister Raosaheb Danve 

#PMModi #nations #G20Summit #unionminister #RaosahebDanve

https://t.co/RjnzO5A6rm"
2379,GlobalBtv,#prime_minister #PM #KisanDiwas #charansingh #pmofindia
2380,TOIIndiaNews,PM Modi will lead heads of superpower nations during G20 summit: Union minister Raosaheb Danve https://t.co/WxYk7QqNfI
2381,VenousRising,"If a Prime Minister doesn't have the presence of mind to have 5-10 basic and appropriate ""small talk"" questions ready for an xmas video/photo op, with some homeless people, how can you expect the same PM to be prepared to run a government?"
2382,janesherrard1,"@JimMurp77852985 @bruceanderson With the prime minister having a free reign without scrutiny since his purchase of CBC in 2019, it has left Canadians in the dark as to what Trudeau is up to. Most Canadians have no clue their PM wants Canada to lead the way in the WEF’s transhumanism agenda. https://t.co/x7xzQI0pkC"
2383,becadjue,"He’s our Prime Minister, unbelievable he’s not part of the real world he’s in fantasy land. His wife’s a $billionaire and doesn’t mix with real people ! Tory’s should never have made him PM he’s clueless. https://t.co/RU5dC5iVSl"
2384,Susan00510080,"@What23HasDone Oh, for heaven's sake, give it a rest As Prime Minister he's not allowed to fly on commercial airlines, just like every other PM before him."
2385,TomthunkitsMind,'Watch NZ Prime Minister Jacinda Ardern pick apart this reporter's question during a joint press conference with Finnish PM Sanna Marin. He asked the pair 'are you two meeting because you're similar in age and… https://t.co/6ZNmEDUzon 02
2386,Sunildave1,"PM congratulates Sitiveni Rabuka on his election as the Prime Minister of Fiji
https://t.co/UZ1UORP55p via NaMo App https://t.co/ngjWcye1DL"
2387,thefirstindia,"""Congratulations @slrabuka on your election as the Prime Minister of Fiji. I look forward to working together to further strengthen the close and long-standing relations between India and Fiji,"" PM Modi tweeted."
2388,HarrySurender,@RahulGandhi Hii sir I will support sir your next prime minister next year you charge the India sir I am waiting sir u very hard work person u diffnatly PM jai hind🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
2389,wastingmytime59,"PM's exchange with homeless man 'excruciating' 

https://t.co/jehmgQvIxh

Never thought I’d agree with Angela Rayner - but really? This isn’t my Prime Minister."
2390,mybabybubb,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from... https://t.co/YMuRUKTugt via @ChangeAUS 

sign it."
2391,PresOfPakistan,"President writes to PM and CJP to alleviate the grievances of Mr. Murad Saeed

President Dr. Arif Alvi in separate letters addressed to the Prime Minister and Chief Justice of Pakistan today has asked them to look into issues raised by Mr. Murad Saeed to alleviate his grievances. https://t.co/basRsKJTR0"
2392,BillShaw8,"@Parody_PM 'Hey, is it true you're Prime Minister?'
'Yes'
'Hahahahaha.....'"
2393,TimesNow,"'Where were Covid rules when PM Modi...': Congress minister questions timing of Covid advisory to Rahul Gandhi

#RahulGandhi #Congress #Covid 

https://t.co/Tvi6UjQyfX"
2394,StigmabaseN,"{UK Fighting Stigma} NEP creating futuristic education system, says PM; slams 'slave mentality' of past govts: RAJKOT: Prime Minister Narendra Modi on Saturday said that through the new National Education Policy (NEP), a forward-looking and futuristic ... https://t.co/iDIP9YX1aT"
